batch,order,live_url,live_title,level,current_words,target_words,words_to_add,current_internal_links,links_to_add_count,links_to_add,sections_to_add_count,sections_to_add,has_faq,has_schema,planned_role
"U1","28","/services/ai-agents/tools","AI Agent Tools & Platforms We Build With","Pillar","2467","2800","333","52","7","/services/ai-agents/development (anchor: ai agent development process) | /services/ai-agents/use-cases (anchor: ai agent use cases) | /blog/gumloop-vs-lindy-vs-n8n/ (anchor: gumloop vs lindy vs n8n) | /blog/salesforce-agentforce-cost/ (anchor: salesforce agentforce cost) | /blog/pipedream-automation/ (anchor: pipedream automation) | /blog/agent-platform-vs-custom-code/ (anchor: agent platform vs custom code) | /blog/migrate-agent-platform/ (anchor: migrate agent platform)","1","Migrating Between Agent Platforms Without Rebuilding Everything","yes","yes","AI Agent Tools & Platforms We Build With"
"U1","29","/services/claude-agent-builds","Autonomous AI Agent Builds for UAE Businesses","Pillar","2224","2800","576","48","7","/services/ai-agents/development (anchor: ai agent development process) | /services/ai-agents/use-cases (anchor: ai agent use cases) | /services/ai-agents/for-real-estate (anchor: ai agents for real estate) | /blog/autonomous-agent-trust-boundaries/ (anchor: autonomous agent trust boundaries) | /blog/ai-agent-tool-access/ (anchor: ai agent tool access) | /blog/long-running-ai-agents/ (anchor: long running ai agents) | /blog/ai-agent-memory-design/ (anchor: ai agent memory design)","2","What an Autonomous Agent Should and Should Not Be Trusted With | Agent Memory: What It Should Remember Between Conversations","yes","yes","Autonomous AI Agent Builds for UAE Businesses"
"U1","30","/services/ai-agents/development","AI Agent Development: How We Build","Pillar","1933","2800","867","47","7","/services/ai-agents/use-cases (anchor: ai agent use cases) | /services/ai-agents/for-real-estate (anchor: ai agents for real estate) | /blog/gpt-vs-claude-vs-gemini-business/ (anchor: gpt vs claude vs gemini business) | /blog/ai-project-discovery-questions/ (anchor: ai project discovery questions) | /blog/ai-agent-specification/ (anchor: ai agent specification) | /blog/ai-agent-deployment-process/ (anchor: ai agent deployment process) | /blog/when-not-to-build-an-ai-agent/ (anchor: when not to build an ai agent)","1","How We Spec an AI Agent Before Writing a Line of Code","yes","yes","AI Agent Development: How We Build"
"U1","31","/services/ai-agents/use-cases","AI Agent Examples & Use Cases","Pillar","1834","2800","966","47","7","/services/ai-agents/for-real-estate (anchor: ai agents for real estate) | /blog/gpt-vs-claude-vs-gemini-business/ (anchor: gpt vs claude vs gemini business) | /blog/open-source-vs-closed-llm-business/ (anchor: open source vs closed llm business) | /blog/ai-agent-use-cases-uae/ (anchor: ai agent use cases uae) | /blog/highest-roi-ai-automation/ (anchor: highest roi ai automation) | /blog/ai-ideas-for-small-business/ (anchor: ai ideas for small business) | /blog/ai-use-cases-that-fail/ (anchor: ai use cases that fail)","3","The Highest-ROI Agent We Build, and Why It Is Boring | AI Agent Ideas for Companies Under 20 People | Agent Use Cases That Sound Great and Fail in Practice","yes","yes","AI Agent Examples & Use Cases"
"U1","32","/industries/marketing/analytics-attribution","AI Marketing Analytics & Attribution in the UAE: Predictive LTV & Budget Optimization","Pillar","1830","2800","970","47","5","/blog/ai-google-review-responses/ (anchor: ai google review responses) | /blog/whatsapp-lead-attribution/ (anchor: whatsapp lead attribution) | /blog/predictive-ltv-model/ (anchor: predictive ltv model) | /blog/ai-budget-optimization-marketing/ (anchor: ai budget optimization marketing) | /blog/ai-marketing-reporting/ (anchor: ai marketing reporting)","0","","yes","yes","AI Marketing Analytics & Attribution in the UAE"
"U1","33","/industries/marketing/content-writing","AI Content Writing & Copywriting in the UAE: Blog, Ad Copy & Product Content","Pillar","1712","2800","1088","47","7","/blog/ai-google-review-responses/ (anchor: ai google review responses) | /blog/automated-customer-feedback/ (anchor: automated customer feedback) | /blog/ai-content-that-sounds-human/ (anchor: ai content that sounds human) | /blog/bilingual-content-production/ (anchor: bilingual content production) | /blog/ai-content-editing-checklist/ (anchor: ai content editing checklist) | /blog/ai-product-descriptions/ (anchor: ai product descriptions) | /blog/programmatic-content-seo-safe/ (anchor: programmatic content seo safe)","4","AI Content That Does Not Read Like AI Content | Building a Bilingual Content Engine for the Gulf | Editorial Review for AI Drafts: The Checklist That Protects the Brand | Programmatic Content Without a Google Penalty","yes","yes","AI Content Writing & Copywriting in the UAE"
"U1","34","/industries/marketing/email-marketing","AI Email Marketing Automation in the UAE: Copy, Personalization & Send-Time AI","Pillar","1599","2800","1201","47","7","/blog/ai-google-review-responses/ (anchor: ai google review responses) | /blog/automated-customer-feedback/ (anchor: automated customer feedback) | /blog/social-dm-automation/ (anchor: social dm automation) | /blog/ai-email-personalization/ (anchor: ai email personalization) | /blog/send-time-optimization-gulf/ (anchor: send time optimization gulf) | /blog/arabic-email-marketing/ (anchor: arabic email marketing) | /blog/ai-reactivation-email-campaign/ (anchor: ai reactivation email campaign)","3","Send-Time Optimisation Across Gulf Time Zones and the Weekend Shift | Arabic Email Marketing: Layout, Tone and Deliverability | Reactivation Campaigns Written by AI, Approved by You","yes","yes","AI Email Marketing Automation in the UAE"
"U1","35","/services/ai-agents/tools/gumloop","AI Agents Built on Gumloop","Pillar","2156","2800","644","52","0","","0","","yes","yes","AI Agents Built on Gumloop"
"U1","36","/services/ai-agents/tools/lindy","AI Agents Built on Lindy","Pillar","2091","2800","709","52","0","","0","","yes","yes","AI Agents Built on Lindy"
"U1","37","/services/ai-agents/tools/pipedream","AI Agents Built on Pipedream","Pillar","2167","2800","633","52","1","/blog/gumloop-vs-lindy-vs-n8n/ (anchor: gumloop vs lindy vs n8n)","0","","yes","yes","AI Agents Built on Pipedream"
"U1","38","/services/ai-agents/tools/salesforce-agentforce","AI Agents Built on Salesforce Agentforce","Pillar","2097","2800","703","52","2","/blog/gumloop-vs-lindy-vs-n8n/ (anchor: gumloop vs lindy vs n8n) | /blog/salesforce-agentforce-cost/ (anchor: salesforce agentforce cost)","0","","yes","yes","AI Agents Built on Salesforce Agentforce"
"U1","39","/services/ai-agents/tools/n8n-ai-agent","n8n AI Agent Workflows for UAE Businesses","Pillar","2415","2800","385","52","3","/blog/gumloop-vs-lindy-vs-n8n/ (anchor: gumloop vs lindy vs n8n) | /blog/salesforce-agentforce-cost/ (anchor: salesforce agentforce cost) | /blog/pipedream-automation/ (anchor: pipedream automation)","0","","yes","yes","n8n AI Agent Workflows for UAE Businesses"
"U1","40","/services/ai-agents/for-real-estate","AI Agents for Real Estate","Pillar","1834","2800","966","48","3","/blog/gpt-vs-claude-vs-gemini-business/ (anchor: gpt vs claude vs gemini business) | /blog/open-source-vs-closed-llm-business/ (anchor: open source vs closed llm business) | /blog/jais-vs-falcon-arabic-llm/ (anchor: jais vs falcon arabic llm)","0","","yes","yes","AI Agents for Real Estate"
"U1","41","/services","AI Services in the UAE: Build, Automate, Train & Consult","Pillar","1313","2800","1487","51","3","/blog/first-90-days-ai-automation/ (anchor: how to start with ai automation) | /blog/what-to-automate-first/ (anchor: what business processes to automate) | /services/ai-agents/sales (anchor: ai for sales teams)","0","","yes","yes","AI Services in the UAE"
"U1","42","/ar/services/ai-automation","خدمات أتمتة الأعمال بالذكاء الاصطناعي للشركات في الإمارات","Cornerstone","933","4500","3567","30","11","/ar/blog/what-is-ai-agent/ (anchor: وكيل الذكاء الاصطناعي) | /ar/blog/generative-ai-business/ (anchor: الذكاء الاصطناعي التوليدي للشركات) | /ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/gulf-markets/ (anchor: الذكاء الاصطناعي في الخليج) | /ar/blog/first-90-days/ (anchor: كيف أبدأ بأتمتة أعمالي) | /ar/blog/what-to-automate-first/ (anchor: ما الذي يمكن أتمتته في الشركة) | /ar/blog/quick-wins/ (anchor: أفكار أتمتة سريعة للشركات) | /ar/blog/why-projects-fail/ (anchor: أسباب فشل مشاريع الذكاء الاصطناعي) | /ar/blog/ai-for-small-teams/ (anchor: الذكاء الاصطناعي للشركات الصغيرة) | /ar/blog/internal-ownership/ (anchor: إدارة الذكاء الاصطناعي داخل الشركة) | /ar/blog/12-month-roadmap/ (anchor: خطة الأتمتة السنوية)","11","ما هو وكيل الذكاء الاصطناعي؟ شرح عملي لأصحاب الأعمال | الذكاء الاصطناعي التوليدي للشركات العربية: الفرص والمخاطر | الذكاء الاصطناعي حسب القطاع: أين يعمل فعلاً في السوق الخليجي | أسواق الخليج الستة للذكاء الاصطناعي: الفروق التي تهم شركتك | بناء تطبيقات ويب بالذكاء الاصطناعي | أول تسعين يوماً في رحلة الأتمتة: خطة عملية للشركات الصغيرة | ما الذي يجب أتمتته أولاً؟ إطار عملي لاختيار العملية الصحيحة | خمس أتمتات تسترد تكلفتها خلال شهرين | لماذا تفشل مشاريع الذكاء الاصطناعي بعد ستة أشهر من الإطلاق؟ | الذكاء الاصطناعي لشركة من خمسة موظفين: ما هو واقعي فعلاً؟ | خارطة طريق الأتمتة لاثني عشر شهراً","yes","yes","أتمتة الأعمال بالذكاء الاصطناعي: الدليل الشامل للشركات في الإمارات والخليج"
"U1","43","/ar/services","خدمات الذكاء الاصطناعي في الإمارات: بناء وأتمتة وتدريب واستشارات","Pillar","1118","2800","1682","33","0","","0","","yes","yes","خدمات الذكاء الاصطناعي في الإمارات"
"U1","44","/ar/services/ai-training","تدريب الفرق على الذكاء الاصطناعي للشركات في الإمارات","Pillar","1107","2800","1693","30","0","","0","","yes","yes","تدريب الفرق على الذكاء الاصطناعي"
"U1","45","/ar/services/ai-strategy","استشارات استراتيجية للذكاء الاصطناعي للشركات في الإمارات","Pillar","1251","2800","1549","30","0","","0","","yes","yes","استشارات استراتيجية للذكاء الاصطناعي"
"U1","46","/ar/services/ai-integration","خدمات دمج الذكاء الاصطناعي للشركات في الإمارات","Pillar","1005","2800","1795","29","1","/ar/blog/first-90-days/ (anchor: كيف أبدأ بأتمتة أعمالي)","0","","yes","yes","خدمات دمج الذكاء الاصطناعي"
"U1","47","/ar/services/internal-ai-tools","أدوات ذكاء اصطناعي داخلية للشركات في الإمارات","Pillar","1232","2800","1568","29","2","/ar/blog/first-90-days/ (anchor: كيف أبدأ بأتمتة أعمالي) | /ar/blog/what-to-automate-first/ (anchor: ما الذي يمكن أتمتته في الشركة)","0","","yes","yes","أدوات ذكاء اصطناعي داخلية"
"U1","48","/ar/services/vibe-coding","بناء تطبيقات ويب بالذكاء الاصطناعي (Vibe Coding) للشركات في الإمارات","Pillar","1185","2800","1615","30","3","/ar/blog/first-90-days/ (anchor: كيف أبدأ بأتمتة أعمالي) | /ar/blog/what-to-automate-first/ (anchor: ما الذي يمكن أتمتته في الشركة) | /ar/blog/quick-wins/ (anchor: أفكار أتمتة سريعة للشركات)","0","","yes","yes","بناء تطبيقات ويب بالذكاء الاصطناعي"
"U1","49","/ar/services/custom-ai-development","تطوير ذكاء اصطناعي مخصص للشركات في الإمارات","Pillar","1059","2800","1741","30","4","/ar/blog/arabic-chatbot-guide/ (anchor: روبوت محادثة عربي) | /ar/services/custom-gpt-development (anchor: مساعد ذكاء اصطناعي مخصص) | /ar/blog/why-arabic-bots-fail/ (anchor: لماذا تفشل روبوتات المحادثة العربية) | /ar/blog/msa-vs-dialect/ (anchor: روبوت محادثة باللهجة الخليجية)","0","","yes","yes","تطوير ذكاء اصطناعي مخصص"
"U1","50","/ar/services/custom-gpt-development","تطوير مساعدات ذكاء اصطناعي مخصصة للشركات في الإمارات","Pillar","1137","2800","1663","29","4","/ar/blog/arabic-chatbot-guide/ (anchor: روبوت محادثة عربي) | /ar/blog/why-arabic-bots-fail/ (anchor: لماذا تفشل روبوتات المحادثة العربية) | /ar/blog/msa-vs-dialect/ (anchor: روبوت محادثة باللهجة الخليجية) | /ar/blog/arabizi/ (anchor: العربيزي والذكاء الاصطناعي)","0","","yes","yes","تطوير مساعدات ذكاء اصطناعي مخصصة"
"U2","51","/ar/services/ai-automation/accounting","أتمتة الذكاء الاصطناعي لمكاتب المحاسبة","Pillar","1324","2800","1476","30","3","/ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/ai-for-clinics/ (anchor: الذكاء الاصطناعي العيادات الطبية) | /ar/blog/ai-for-dental-clinics/ (anchor: الذكاء الاصطناعي عيادات الأسنان)","0","","yes","yes","أتمتة الذكاء الاصطناعي لمكاتب المحاسبة"
"U2","52","/ar/industries/real-estate","الذكاء الاصطناعي للعقارات في الإمارات","Sub-hub","1597","2200","603","30","9","/ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/ai-for-clinics/ (anchor: الذكاء الاصطناعي العيادات الطبية) | /ar/blog/ai-for-dental-clinics/ (anchor: الذكاء الاصطناعي عيادات الأسنان) | /ar/blog/ai-for-restaurants/ (anchor: الذكاء الاصطناعي المطاعم) | /ar/blog/lead-qualification-real-estate/ (anchor: تأهيل العملاء العقارات) | /ar/blog/whatsapp-automation-real-estate/ (anchor: أتمتة واتساب العقارات) | /ar/blog/arabic-support-bot-real-estate/ (anchor: روبوت خدمة عملاء العقارات) | /ar/blog/booking-automation-real-estate/ (anchor: حجز المواعيد العقارات) | /ar/blog/ai-cost-real-estate/ (anchor: تكلفة الذكاء الاصطناعي العقارات)","1","الحجز والمواعيد آلياً في شركات العقارات","yes","yes","الذكاء الاصطناعي وأتمتة الأعمال في شركات العقارات"
"U2","53","/ar/industries/hospitality","الذكاء الاصطناعي للفنادق والضيافة في الإمارات","Sub-hub","1600","2200","600","30","8","/ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/ai-for-ecommerce/ (anchor: الذكاء الاصطناعي التجارة الإلكترونية) | /ar/blog/ai-for-car-dealerships/ (anchor: الذكاء الاصطناعي معارض السيارات) | /ar/blog/lead-qualification-hotels/ (anchor: تأهيل العملاء الفنادق) | /ar/blog/whatsapp-automation-hotels/ (anchor: أتمتة واتساب الفنادق) | /ar/blog/arabic-support-bot-hotels/ (anchor: روبوت خدمة عملاء الفنادق) | /ar/blog/booking-automation-hotels/ (anchor: حجز المواعيد الفنادق) | /ar/blog/ai-cost-hotels/ (anchor: تكلفة الذكاء الاصطناعي الفنادق)","3","تأهيل العملاء المحتملين آلياً في الفنادق والمنتجعات | الحجز والمواعيد آلياً في الفنادق والمنتجعات | كم تكلفة أتمتة الذكاء الاصطناعي لـالفنادق والمنتجعات؟","yes","yes","الذكاء الاصطناعي وأتمتة الأعمال في الفنادق والمنتجعات"
"U2","54","/ar/industries/retail","الذكاء الاصطناعي لقطاع التجزئة في الإمارات","Sub-hub","1474","2200","726","30","9","/ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/ai-for-car-dealerships/ (anchor: الذكاء الاصطناعي معارض السيارات) | /ar/blog/ai-for-schools/ (anchor: الذكاء الاصطناعي المدارس) | /ar/blog/ai-for-training-institutes/ (anchor: الذكاء الاصطناعي معاهد التدريب) | /ar/blog/lead-qualification-retail/ (anchor: تأهيل العملاء التجزئة) | /ar/blog/whatsapp-automation-retail/ (anchor: أتمتة واتساب التجزئة) | /ar/blog/arabic-support-bot-retail/ (anchor: روبوت خدمة عملاء التجزئة) | /ar/blog/booking-automation-retail/ (anchor: حجز المواعيد التجزئة) | /ar/blog/ai-cost-retail/ (anchor: تكلفة الذكاء الاصطناعي التجزئة)","3","تأهيل العملاء المحتملين آلياً في متاجر التجزئة | الحجز والمواعيد آلياً في متاجر التجزئة | كم تكلفة أتمتة الذكاء الاصطناعي لـمتاجر التجزئة؟","yes","yes","الذكاء الاصطناعي وأتمتة الأعمال في متاجر التجزئة"
"U2","55","/ar/industries/logistics","الذكاء الاصطناعي للخدمات اللوجستية في الإمارات","Sub-hub","1509","2200","691","30","9","/ar/blog/ai-by-industry/ (anchor: الذكاء الاصطناعي للقطاعات) | /ar/blog/ai-for-construction/ (anchor: الذكاء الاصطناعي المقاولات) | /ar/blog/ai-for-insurance-brokers/ (anchor: الذكاء الاصطناعي وساطة التأمين) | /ar/blog/ai-for-salons/ (anchor: الذكاء الاصطناعي الصالونات والمنتجعات الصحية) | /ar/blog/lead-qualification-logistics/ (anchor: تأهيل العملاء الشحن واللوجستيات) | /ar/blog/whatsapp-automation-logistics/ (anchor: أتمتة واتساب الشحن واللوجستيات) | /ar/blog/arabic-support-bot-logistics/ (anchor: روبوت خدمة عملاء الشحن واللوجستيات) | /ar/blog/booking-automation-logistics/ (anchor: حجز المواعيد الشحن واللوجستيات) | /ar/blog/ai-cost-logistics/ (anchor: تكلفة الذكاء الاصطناعي الشحن واللوجستيات)","4","تأهيل العملاء المحتملين آلياً في شركات الشحن | أتمتة واتساب لـشركات الشحن: التدفقات التي تحقق مبيعات | روبوت خدمة عملاء عربي لـشركات الشحن | الحجز والمواعيد آلياً في شركات الشحن","yes","yes","الذكاء الاصطناعي وأتمتة الأعمال في شركات الشحن"
"U2","56","/ar/services/ai-automation/dubai","وكالة أتمتة الذكاء الاصطناعي في دبي | لينو إيه آي","Pillar","1359","2800","1441","32","4","/ar/blog/gulf-markets/ (anchor: الذكاء الاصطناعي في الخليج) | /ar/blog/ksa-market/ (anchor: أتمتة الأعمال في السعودية) | /ar/blog/qatar-market/ (anchor: الذكاء الاصطناعي في قطر) | /ar/blog/kuwait/ (anchor: أتمتة خدمة العملاء في الكويت)","0","","yes","yes","وكالة أتمتة الذكاء الاصطناعي في دبي"
